t,ECG 0,ECG 1,ECG 2,ECG 3,ECG 4,ECG 5,ECG 6,ECG 7
1970-01-01 00:10:51,-0.23616585,-0.79309703,-0.49720751,-3.4071167,-1.0010578,-0.073292216,-0.47370082,0.71339418
1970-01-01 00:10:52,-0.17426891,-0.76241963,-0.50434924,-3.221975,-0.97494521,-0.087960743,-0.45233241,0.68492496
1970-01-01 00:10:53,-0.18974315,-0.82377443,-0.51149098,-3.022022,-0.98800149,-0.10262927,-0.4202798,0.68492496
1970-01-01 00:10:54,-0.22069162,-0.76241963,-0.51149098,-2.8516916,-0.94883265,-0.029286632,-0.47370082,0.67069035
1970-01-01 00:10:55,-0.25164009,-0.85445183,-0.53291618,-2.6813612,-0.96188893,0.058724534,-0.47370082,0.65645574
1970-01-01 00:10:56,-0.25164009,-0.79309703,-0.50434924,-2.6591442,-0.9096638,0.10273012,-0.4202798,0.67780765
1970-01-01 00:10:57,-0.15879467,-0.85445183,-0.48292404,-2.5480592,-0.88355124,0.29342098,-0.37754299,0.64933843
1970-01-01 00:10:58,-0.26711433,-0.94648402,-0.51149098,-2.3110778,-0.83132611,0.572123,-0.4095956,0.69915957
1970-01-01 00:10:59,-0.20521738,-0.94648402,-0.49006577,-1.9407943,-0.81826983,0.9388362,-0.4202798,0.67780765
1970-01-01 00:11:00,-0.25164009,-0.85445183,-0.48292404,-1.5112655,-0.7660447,1.4815717,-0.48438502,0.62798652
1970-01-01 00:11:01,-0.31353703,-0.82377443,-0.51863271,-1.1113594,-0.68770701,2.0976499,-0.47370082,0.5995173
1970-01-01 00:11:02,-0.20521738,-0.76241963,-0.52577444,-0.8373497,-0.67465073,2.6110484,-0.44164821,0.55681347
1970-01-01 00:11:03,-0.25164009,-0.76241963,-0.50434924,-0.65220798,-0.73993214,2.9924301,-0.47370082,0.50699233
1970-01-01 00:11:04,-0.31353703,-0.82377443,-0.54719964,-0.4818776,-0.67465073,3.1537839,-0.48438502,0.4571712
1970-01-01 00:11:05,-0.26711433,-0.88512922,-0.52577444,-0.32635856,-0.58325675,3.3004692,-0.48438502,0.43581928
1970-01-01 00:11:06,-0.2980628,-0.85445183,-0.49720751,-0.11159417,-0.46575022,3.2564636,-0.50575343,0.44293659
1970-01-01 00:11:07,-0.28258856,-0.94648402,-0.52577444,0.05873621,-0.3351874,3.0511042,-0.49506922,0.33617701
1970-01-01 00:11:08,-0.25164009,-0.97716142,-0.53291618,0.20684958,-0.25684971,2.8750819,-0.49506922,0.3219424
1970-01-01 00:11:09,-0.25164009,-0.97716142,-0.52577444,0.31052894,-0.32213112,2.8164077,-0.50575343,0.33617701
1970-01-01 00:11:10,-0.26711433,-1.0385162,-0.53291618,0.30312328,-0.26990599,2.8457448,-0.51643763,0.37176354
1970-01-01 00:11:11,-0.34448551,-1.0385162,-0.51863271,0.31052894,-0.25684971,2.8604133,-0.51643763,0.35752893
1970-01-01 00:11:12,-0.2980628,-1.0691936,-0.52577444,0.30312328,-0.16545573,2.9484245,-0.55917444,0.30770779
1970-01-01 00:11:13,-0.25164009,-1.1305484,-0.51863271,0.29571761,-0.23073714,2.9924301,-0.56985864,0.24365204
1970-01-01 00:11:14,-0.25164009,-1.1612258,-0.51863271,0.30312328,-0.16545573,2.9924301,-0.52712183,0.26500396
1970-01-01 00:11:15,-0.18974315,-1.1612258,-0.51149098,0.33274595,-0.061005477,2.7137281,-0.54849024,0.28635587
1970-01-01 00:11:16,-0.26711433,-1.0385162,-0.51149098,0.36236863,-0.021836632,2.5523742,-0.55917444,0.26500396
1970-01-01 00:11:17,-0.2980628,-1.099871,-0.54005791,0.34755729,-0.074061759,2.7283966,-0.60191125,0.22230013
1970-01-01 00:11:18,-0.2980628,-1.0385162,-0.48292404,0.33274595,-0.061005477,3.0364357,-0.61259545,0.25076935
1970-01-01 00:11:19,-0.2980628,-1.0385162,-0.52577444,0.36236863,-0.087118041,3.212458,-0.63396386,0.22230013
1970-01-01 00:11:20,-0.2980628,-0.94648402,-0.50434924,0.36977429,-0.074061759,2.9924301,-0.58054284,0.1795963
1970-01-01 00:11:21,-0.28258856,-0.88512922,-0.50434924,0.35496296,-0.10017432,2.3910204,-0.65533226,0.20094821
1970-01-01 00:11:22,-0.28258856,-1.0078388,-0.52577444,0.35496296,-0.074061759,1.4522347,-0.67670067,0.25788665
1970-01-01 00:11:23,-0.31353703,-0.94648402,-0.50434924,0.35496296,-0.021836632,0.68947123,-0.76217429,0.33617701
1970-01-01 00:11:24,-0.35995974,-0.79309703,-0.50434924,0.36977429,0.030388496,0.044056006,-0.76217429,0.21518282
1970-01-01 00:11:25,-0.26711433,-0.85445183,-0.53291618,0.40680264,-0.074061759,-0.073292216,-0.70875328,0.15112708
1970-01-01 00:11:26,-0.28258856,-0.85445183,-0.56862485,0.37717996,-0.047949195,-0.14663485,-0.69806907,0.22230013
1970-01-01 00:11:27,-0.23616585,-0.76241963,-0.49006577,0.38458563,-0.087118041,-0.26398308,-0.65533226,0.1867136
1970-01-01 00:11:28,-0.25164009,-0.76241963,-0.40436497,0.39939697,-0.0087803496,-0.32265719,-0.73012168,0.21518282
1970-01-01 00:11:29,-0.26711433,-0.82377443,-0.41864844,0.42161397,-0.0087803496,-0.44000541,-0.71943748,0.30059048
1970-01-01 00:11:30,-0.26711433,-0.82377443,-0.79001859,0.39939697,-0.0087803496,-0.55735363,-0.8049111,0.22941743
1970-01-01 00:11:31,-0.26711433,-0.79309703,-1.5327589,0.43642531,-0.13934317,-0.49867952,-0.75149009,0.26500396
1970-01-01 00:11:32,-0.20521738,-0.88512922,-2.4326174,0.43642531,-0.16545573,-0.52801657,-0.75149009,0.20094821
1970-01-01 00:11:33,-0.17426891,-0.82377443,-3.2396333,0.42901964,-0.12628689,-0.55735363,-0.8049111,0.1795963
1970-01-01 00:11:34,-0.1278462,-0.82377443,-3.8252555,0.45864232,-0.13934317,-0.61602774,-0.8049111,0.29347318
1970-01-01 00:11:35,-0.096897731,-0.85445183,-4.1394918,0.45123665,-0.11323061,-0.60135921,-0.8049111,0.27212126
1970-01-01 00:11:36,-0.081423495,-0.94648402,-4.375169,0.47345366,-0.13934317,-0.57202216,-0.83696371,0.24365204
1970-01-01 00:11:37,-0.065949259,-0.85445183,-4.4751532,0.47345366,-0.21768086,-0.60135921,-0.8155953,0.3219424
1970-01-01 00:11:38,0.026896156,-1.0691936,-4.5679958,0.46604799,-0.16545573,-0.63069627,-0.8049111,0.34329431
1970-01-01 00:11:39,-0.0040523155,-0.91580662,-4.5394288,0.51788767,-0.12628689,-0.6453648,-0.78354269,0.40023276
1970-01-01 00:11:40,0.042370392,-0.94648402,-4.375169,0.50307633,-0.13934317,-0.63069627,-0.84764791,0.42870198
1970-01-01 00:11:41,0.01142192,-0.94648402,-4.1180666,0.52529334,-0.17851201,-0.6453648,-0.83696371,0.3219424
1970-01-01 00:11:42,0.042370392,-1.0385162,-3.8609641,0.52529334,-0.20462458,-0.66003332,-0.8155953,0.37888084
1970-01-01 00:11:43,0.11974157,-0.97716142,-3.568153,0.54010467,-0.20462458,-0.71870744,-0.71943748,0.37888084
1970-01-01 00:11:44,0.16616428,-1.0385162,-3.382468,0.57713302,-0.10017432,-0.71870744,-0.68738487,0.35752893
1970-01-01 00:11:45,0.13521581,-0.97716142,-3.2896254,0.56972735,-0.11323061,-0.66003332,-0.68738487,0.23653474
1970-01-01 00:11:46,0.16616428,-1.0691936,-3.2039246,0.59194435,-0.16545573,-0.71870744,-0.62327965,0.25788665
1970-01-01 00:11:47,0.10426734,-0.94648402,-3.032523,0.58453869,-0.1915683,-0.70403891,-0.63396386,0.21518282
1970-01-01 00:11:48,0.13521581,-0.82377443,-2.711145,0.56232168,-0.26990599,-0.66003332,-0.56985864,0.1867136
1970-01-01 00:11:49,0.21258699,-1.0078388,-2.2897827,0.61416136,-0.26990599,-0.67470185,-0.54849024,0.12265786
1970-01-01 00:11:50,0.15069004,-0.97716142,-1.8184283,0.62156703,-0.24379342,-0.74804449,-0.54849024,0.17247899
1970-01-01 00:11:51,0.13521581,-0.91580662,-1.4399164,0.59935002,-0.26990599,-0.68937038,-0.48438502,0.15824438
1970-01-01 00:11:52,0.13521581,-0.97716142,-1.1399636,0.65859537,-0.20462458,-0.68937038,-0.4202798,0.14400977
1970-01-01 00:11:53,0.13521581,-0.85445183,-0.94713674,0.67340671,-0.25684971,-0.73337596,-0.34549039,0.15112708
1970-01-01 00:11:54,0.11974157,-0.76241963,-0.74716819,0.68081238,-0.21768086,-0.66003332,-0.29206937,0.12265786
1970-01-01 00:11:55,0.19711275,-0.76241963,-0.55434138,0.70302938,-0.24379342,-0.73337596,-0.26001676,0.01589828
1970-01-01 00:11:56,0.16616428,-0.82377443,-0.34008936,0.71043505,-0.17851201,-0.8067186,-0.24933256,0.072836721
1970-01-01 00:11:57,0.15069004,-0.82377443,-0.19725469,0.75486907,-0.11323061,-0.77738155,-0.27070097,0.087071331
1970-01-01 00:11:58,0.10426734,-0.82377443,-0.054420012,0.75486907,-0.074061759,-0.8067186,-0.18522735,0.087071331
1970-01-01 00:11:59,0.11974157,-0.85445183,-0.011569609,0.76227473,-0.13934317,-0.76271302,-0.14249054,0.12977516
1970-01-01 00:12:00,0.15069004,-0.91580662,0.0027138588,0.78449174,-0.1915683,-0.77738155,-0.057016915,0.058602111
1970-01-01 00:12:01,0.10426734,-0.97716142,-0.011569609,0.79930308,-0.1915683,-0.79205007,-0.057016915,0.087071331
1970-01-01 00:12:02,0.18163852,-0.94648402,-0.040136544,0.82152008,-0.21768086,-0.8067186,-0.024964307,0.13689247
1970-01-01 00:12:03,0.057844628,-1.0078388,0.0027138588,0.83633142,-0.21768086,-0.8067186,-0.046332712,0.072836721
1970-01-01 00:12:04,0.10426734,-0.97716142,-0.004427875,0.85114276,-0.16545573,-0.85072418,-0.046332712,0.13689247
1970-01-01 00:12:05,0.11974157,-1.0385162,0.0098555927,0.88076543,-0.23073714,-0.85072418,-0.089069523,0.072836721
1970-01-01 00:12:06,0.10426734,-1.0385162,0.016997326,0.89557677,-0.24379342,-0.82138713,-0.046332712,-0.02680555
1970-01-01 00:12:07,0.13521581,-1.1612258,0.031280794,0.92519944,-0.21768086,-0.89472977,-0.024964307,0.023015585
1970-01-01 00:12:08,0.10426734,-1.253258,0.031280794,0.94741645,-0.1915683,-0.92406682,0.0070883007,0.12265786
1970-01-01 00:12:09,0.057844628,-1.253258,0.031280794,0.95482212,-0.15239945,-0.98274093,-0.0035959019,0.079954026
1970-01-01 00:12:10,0.057844628,-1.253258,0.059847729,0.99925613,-0.10017432,-0.92406682,-0.014280105,0.072836721
1970-01-01 00:12:11,0.042370392,-1.1919032,0.045564262,0.98444479,-0.11323061,-0.93873535,-0.024964307,0.11554055
1970-01-01 00:12:12,0.073318864,-1.1919032,0.074131197,0.96963346,-0.15239945,-0.98274093,-0.046332712,0.087071331
1970-01-01 00:12:13,0.10426734,-1.3452902,0.088414665,1.0066618,-0.17851201,-1.041415,-0.07838532,0.044367501
1970-01-01 00:12:14,0.0887931,-1.2225806,0.10983987,1.0066618,-0.23073714,-1.0267465,-0.067701118,0.094188636
1970-01-01 00:12:15,0.11974157,-1.1919032,0.1169816,1.0140675,-0.17851201,-1.1147577,-0.057016915,0.087071331
1970-01-01 00:12:16,0.16616428,-1.1612258,0.095556398,1.0362845,-0.15239945,-1.0560836,-0.089069523,0.13689247
1970-01-01 00:12:17,0.15069004,-1.1305484,0.15269027,1.0140675,-0.10017432,-1.0707521,-0.07838532,0.33617701
1970-01-01 00:12:18,0.13521581,-1.2839354,0.14554854,1.0436901,-0.087118041,-1.0560836,-0.07838532,0.45005389
1970-01-01 00:12:19,0.19711275,-1.253258,0.16697374,1.0585015,-0.074061759,-1.1000892,-0.11043793,0.10842325
1970-01-01 00:12:20,0.15069004,-1.1612258,0.15269027,1.0214731,-0.0087803496,-1.0854206,-0.11043793,-0.53925152
1970-01-01 00:12:21,0.15069004,-1.1305484,0.16697374,0.99185046,0.043444778,-1.0854206,-0.099753726,-1.1442225
1970-01-01 00:12:22,0.18163852,-1.1305484,0.1812572,0.99925613,0.043444778,-1.1000892,-0.12112213,-1.7278415
1970-01-01 00:12:23,0.24353546,-1.1612258,0.20982414,0.96963346,0.12178247,-1.1440947,-0.14249054,-2.3399297
1970-01-01 00:12:24,0.24353546,-1.1919032,0.23124934,0.91779378,0.21317644,-1.1147577,-0.14249054,-2.8808449
1970-01-01 00:12:25,0.19711275,-1.2225806,0.24553281,0.93260511,0.25234529,-1.1440947,-0.14249054,-3.5214024
1970-01-01 00:12:26,0.22806122,-1.253258,0.23124934,0.87335976,0.25234529,-1.1000892,-0.21727995,-3.7349215
1970-01-01 00:12:27,0.22806122,-1.1612258,0.25981628,0.82152008,0.23928901,-1.1147577,-0.20659575,-3.5996927
1970-01-01 00:12:28,0.27448393,-1.1305484,0.23839107,0.77708607,0.27845785,-1.1000892,-0.14249054,-3.1299506
1970-01-01 00:12:29,0.3054324,-1.099871,0.25981628,0.72524639,0.33068298,-1.1000892,-0.14249054,-2.2901086
1970-01-01 00:12:30,0.33638087,-1.0691936,0.24553281,0.69562372,0.48735836,-1.1294262,-0.18522735,-1.5570261
1970-01-01 00:12:31,0.25900969,-0.76241963,0.26695801,0.6511897,0.44818952,-1.1147577,-0.21727995,-0.99475904
1970-01-01 00:12:32,0.25900969,-0.42496825,0.27409974,0.58453869,0.44818952,-1.0560836,-0.18522735,-0.46807847
1970-01-01 00:12:33,0.33638087,-0.51700044,0.28124148,0.532699,0.30457042,-1.0707521,-0.17454314,0.044367501
1970-01-01 00:12:34,0.33638087,-0.60903264,0.33123361,0.49567066,0.21317644,-1.012078,-0.14249054,0.29347318
1970-01-01 00:12:35,0.35185511,-0.82377443,0.34551708,0.45123665,0.1740076,-1.012078,-0.16385894,0.49275772
1970-01-01 00:12:36,0.41375205,-1.1305484,0.32409188,0.3919913,0.16095132,-0.95340388,-0.19591155,0.59239999
1970-01-01 00:12:37,0.44470053,-1.560032,0.35980055,0.31793461,0.1740076,-0.92406682,-0.16385894,0.63510382
1970-01-01 00:12:38,0.39827782,-2.2042574,0.39550922,0.30312328,0.20012016,-0.82138713,-0.17454314,0.65645574
1970-01-01 00:12:39,0.49112323,-2.2656122,0.36694228,0.20684958,0.16095132,-0.74804449,-0.13180633,0.52122694
1970-01-01 00:12:40,0.53754594,-2.2042574,0.41693442,0.18463258,0.14789503,-0.73337596,-0.15317474,0.51410964
1970-01-01 00:12:41,0.61491712,-1.866806,0.41693442,0.14019857,0.082613624,-0.74804449,-0.15317474,0.57104808
1970-01-01 00:12:42,0.67681406,-1.3452902,0.43835962,0.14019857,0.082613624,-0.68937038,-0.16385894,0.56393077
1970-01-01 00:12:43,0.73871101,-1.0691936,0.46692656,0.10317022,0.017332214,-0.5426851,-0.17454314,0.4571712
1970-01-01 00:12:44,0.72323677,-1.3146128,0.50263523,0.073547547,0.030388496,-0.51334805,-0.17454314,0.47852311
1970-01-01 00:12:45,0.83155642,-1.4986772,0.53120216,0.05873621,0.017332214,-0.48401099,-0.14249054,0.47140581
1970-01-01 00:12:46,0.86250489,-1.6520642,0.50977696,0.051330541,-0.0087803496,-0.3813313,-0.12112213,0.47852311
1970-01-01 00:12:47,0.93987607,-1.560032,0.52406043,0.05873621,-0.047949195,-0.33732571,-0.14249054,0.49987503
1970-01-01 00:12:48,1.0327215,-1.2839354,0.57405256,0.029113535,-0.061005477,-0.2786516,-0.17454314,0.55681347
1970-01-01 00:12:49,1.0946184,-0.97716142,0.5811943,0.021707866,-0.12628689,-0.23464602,-0.11043793,0.55681347
1970-01-01 00:12:50,1.2338866,-0.91580662,0.59547777,-0.00050913972,-0.23073714,-0.24931455,-0.13180633,0.58528269
1970-01-01 00:12:51,1.2493608,-0.94648402,0.6240447,-0.00050913972,-0.23073714,-0.26398308,-0.099753726,0.54969616
1970-01-01 00:12:52,1.2184123,-0.88512922,0.63118643,-0.0079148084,-0.28296227,-0.24931455,-0.12112213,0.52834425
1970-01-01 00:12:53,1.1410411,-0.85445183,0.63832817,-0.00050913972,-0.28296227,-0.21997749,-0.15317474,0.51410964
1970-01-01 00:12:54,1.0946184,-0.94648402,0.67403684,0.006896529,-0.21768086,-0.19064044,-0.13180633,0.55681347
1970-01-01 00:12:55,0.97082455,-0.85445183,0.65975337,-0.030131814,-0.1915683,-0.16130338,-0.15317474,0.54969616
1970-01-01 00:12:56,0.98629878,-0.79309703,0.70974551,0.014302198,-0.15239945,-0.16130338,-0.15317474,0.58528269
1970-01-01 00:12:57,0.97082455,-0.79309703,0.70260377,0.014302198,-0.12628689,-0.23464602,-0.13180633,0.62798652
1970-01-01 00:12:58,0.9089276,-0.91580662,0.73831244,0.043924872,-0.061005477,-0.2786516,-0.13180633,0.58528269
1970-01-01 00:12:59,0.89345337,-0.91580662,0.75259591,0.006896529,-0.047949195,-0.2786516,-0.07838532,0.6066346
1970-01-01 00:13:00,0.86250489,-0.82377443,0.77402111,-0.015320477,-0.087118041,-0.17597191,0.0070883007,0.68492496
1970-01-01 00:13:01,0.86250489,-0.85445183,0.75973764,0.029113535,-0.15239945,-0.17597191,-0.014280105,0.68492496
1970-01-01 00:13:02,0.80060795,-0.82377443,0.76687938,0.021707866,-0.23073714,-0.23464602,0.0070883007,0.52834425
1970-01-01 00:13:03,0.83155642,-0.73174223,0.78830458,0.021707866,-0.23073714,-0.29332013,0.049825111,0.61375191
1970-01-01 00:13:04,0.78513372,-0.70106483,0.79544631,0.029113535,-0.20462458,-0.2786516,0.049825111,0.66357304
1970-01-01 00:13:05,0.64586559,-0.76241963,0.82401325,0.021707866,-0.21768086,-0.24931455,0.071193516,0.7347461
1970-01-01 00:13:06,0.58396865,-0.79309703,0.80258805,0.014302198,-0.16545573,-0.29332013,0.12461453,0.7418634
1970-01-01 00:13:07,0.55302018,-0.85445183,0.79544631,0.014302198,-0.12628689,-0.24931455,0.12461453,0.69204226
1970-01-01 00:13:08,0.55302018,-0.91580662,0.80972978,0.043924872,-0.11323061,-0.35199424,0.17803554,0.6066346
1970-01-01 00:13:09,0.56849441,-0.85445183,0.80972978,0.043924872,-0.047949195,-0.32265719,0.15666714,0.64222113
1970-01-01 00:13:10,0.55302018,-0.97716142,0.79544631,0.014302198,0.0042759323,-0.32265719,0.15666714,0.67780765
1970-01-01 00:13:11,0.55302018,-0.91580662,0.78830458,0.014302198,-0.021836632,-0.30798866,0.13529873,0.70627688
1970-01-01 00:13:12,0.58396865,-1.0078388,0.75973764,0.014302198,-0.074061759,-0.2786516,0.10324612,0.77744993
1970-01-01 00:13:13,0.58396865,-0.94648402,0.71688724,0.036519204,-0.12628689,-0.30798866,0.11393033,0.7347461
1970-01-01 00:13:14,0.56849441,-1.0078388,0.68832031,0.014302198,-0.034892913,-0.33732571,0.081877719,0.72051149
1970-01-01 00:13:15,0.66133983,-0.97716142,0.65975337,0.021707866,0.12178247,-0.36666277,0.049825111,0.62798652
1970-01-01 00:13:16,0.58396865,-1.099871,0.61690297,-0.00050913972,0.38290811,-0.33732571,0.028456706,0.64933843
1970-01-01 00:13:17,0.58396865,-1.0691936,0.55262736,-0.00050913972,0.67014631,-0.32265719,0.028456706,0.67780765
1970-01-01 00:13:18,0.56849441,-1.099871,0.51691869,-0.00050913972,1.1532287,-0.36666277,-0.024964307,0.68492496
1970-01-01 00:13:19,0.61491712,-1.1612258,0.51691869,-0.015320477,1.7929866,-0.29332013,-0.03564851,0.67069035
1970-01-01 00:13:20,0.63039136,-1.099871,0.43835962,0.014302198,2.3544067,-0.30798866,-0.046332712,0.68492496
1970-01-01 00:13:21,0.67681406,-1.253258,0.36694228,-0.00050913972,2.7983203,-0.30798866,-0.089069523,0.67069035
1970-01-01 00:13:22,0.64586559,-1.1919032,0.31695015,0.006896529,3.0463896,-0.32265719,-0.099753726,0.64933843
1970-01-01 00:13:23,0.61491712,-1.1612258,0.23839107,-0.0079148084,3.1638962,-0.26398308,-0.099753726,0.50699233
1970-01-01 00:13:24,0.73871101,-1.1919032,0.23839107,-0.00050913972,3.1638962,-0.30798866,-0.11043793,0.57816538
1970-01-01 00:13:25,0.66133983,-1.1612258,0.17411547,0.006896529,3.0594459,-0.35199424,-0.19591155,0.49275772
1970-01-01 00:13:26,0.76965948,-1.0078388,0.088414665,-0.00050913972,2.7460951,-0.32265719,-0.22796416,0.37176354
1970-01-01 00:13:27,0.86250489,-0.94648402,0.031280794,0.006896529,2.5763635,-0.30798866,-0.27070097,0.37888084
1970-01-01 00:13:28,0.80060795,-1.0691936,0.031280794,-0.037537483,2.6416449,-0.20530896,-0.24933256,0.43581928
1970-01-01 00:13:29,0.89345337,-0.97716142,-0.040136544,-0.015320477,2.785264,-0.20530896,-0.23864836,0.4571712
1970-01-01 00:13:30,1.1100927,-1.0078388,-0.082986947,-0.015320477,2.8244328,-0.17597191,-0.24933256,0.41446737
1970-01-01 00:13:31,1.3112577,-0.97716142,-0.11869562,-0.00050913972,2.8505454,-0.23464602,-0.20659575,0.42158467
1970-01-01 00:13:32,1.6207425,-1.0691936,-0.15440429,-0.0079148084,2.7460951,-0.24931455,-0.23864836,0.41446737
1970-01-01 00:13:33,2.0385468,-0.94648402,-0.18297122,-0.015320477,2.5763635,-0.23464602,-0.24933256,0.40735006
1970-01-01 00:13:34,2.3944542,-1.0691936,-0.20439642,-0.05234882,2.3544067,-0.20530896,-0.28138517,0.3219424
1970-01-01 00:13:35,2.6265678,-1.0078388,-0.22582162,-0.015320477,2.2499564,-0.21997749,-0.26001676,0.37888084
1970-01-01 00:13:36,2.6884647,-0.97716142,-0.26153029,-0.022726146,2.3935755,-0.26398308,-0.22796416,0.43581928
1970-01-01 00:13:37,2.6575163,-0.97716142,-0.26867203,-0.037537483,2.7460951,-0.29332013,-0.23864836,0.36464623
1970-01-01 00:13:38,2.5491966,-0.91580662,-0.27581376,-0.037537483,2.8897142,-0.24931455,-0.22796416,0.37176354
1970-01-01 00:13:39,2.4254027,-1.0078388,-0.28295549,-0.030131814,2.6808137,-0.26398308,-0.29206937,0.36464623
1970-01-01 00:13:40,2.3325573,-1.0691936,-0.29723896,-0.030131814,2.0018871,-0.16130338,-0.27070097,0.35752893
1970-01-01 00:13:41,2.1468665,-0.97716142,-0.29009723,-0.015320477,1.1401725,-0.17597191,-0.21727995,0.36464623
1970-01-01 00:13:42,2.0540211,-1.099871,-0.31866416,-0.037537483,0.40902067,-0.14663485,-0.26001676,0.35041162
1970-01-01 00:13:43,2.1623407,-0.94648402,-0.31152243,-0.044943152,0.043444778,-0.20530896,-0.24933256,0.33617701
1970-01-01 00:13:44,2.2242377,-1.0385162,-0.33294763,-0.037537483,-0.021836632,-0.14663485,-0.26001676,0.35041162
1970-01-01 00:13:45,2.3325573,-1.099871,-0.34008936,-0.044943152,-0.11323061,-0.20530896,-0.27070097,0.3219424
1970-01-01 00:13:46,2.5027739,-1.0691936,-0.31152243,-0.044943152,-0.24379342,-0.23464602,-0.26001676,0.34329431
1970-01-01 00:13:47,2.5027739,-1.0691936,-0.31866416,-0.022726146,-0.32213112,-0.20530896,-0.24933256,0.38599815
1970-01-01 00:13:48,2.37898,-1.1305484,-0.33294763,-0.044943152,-0.36129996,-0.20530896,-0.18522735,0.44293659
1970-01-01 00:13:49,2.0694953,-1.0385162,-0.3043807,-0.05234882,-0.37435624,-0.13196633,-0.14249054,0.34329431
1970-01-01 00:13:50,1.790959,-1.0078388,-0.31152243,-0.030131814,-0.41352509,-0.14663485,-0.13180633,0.28635587
1970-01-01 00:13:51,1.7135879,-0.97716142,-0.28295549,-0.074565826,-0.51797534,-0.19064044,-0.16385894,0.41446737
1970-01-01 00:13:52,1.9147529,-1.0078388,-0.3043807,-0.059754489,-0.60936932,-0.16130338,-0.067701118,0.45005389
1970-01-01 00:13:53,2.4254027,-1.0078388,-0.29723896,-0.059754489,-0.59631304,-0.16130338,0.028456706,0.51410964
1970-01-01 00:13:54,2.8586813,-1.099871,-0.29723896,-0.074565826,-0.51797534,-0.13196633,0.28487757,0.45005389
1970-01-01 00:13:55,2.8586813,-1.0691936,-0.27581376,-0.089377164,-0.55714419,-0.073292216,0.64814046,0.37176354
1970-01-01 00:13:56,2.37898,-1.0078388,-0.29009723,-0.037537483,-0.49186278,0.029387478,1.1182454,0.42870198
1970-01-01 00:13:57,1.8683302,-0.97716142,-0.24724682,-0.059754489,-0.53103163,0.088061589,1.5028767,0.45005389
1970-01-01 00:13:58,1.4350516,-1.1612258,-0.26867203,-0.05234882,-0.57020047,0.073393062,1.8234027,0.47140581
1970-01-01 00:13:59,1.3112577,-0.94648402,-0.24724682,-0.089377164,-0.60936932,0.088061589,2.0264026,0.48564042
1970-01-01 00:14:00,1.326732,-0.97716142,-0.24724682,-0.067160158,-0.6224256,0.13206717,2.1759814,0.54969616
1970-01-01 00:14:01,1.3576804,-0.97716142,-0.26867203,-0.044943152,-0.54408791,0.22007834,2.2507709,0.56393077
1970-01-01 00:14:02,1.326732,-0.94648402,-0.27581376,-0.074565826,-0.59631304,0.27875245,2.208034,0.48564042
1970-01-01 00:14:03,1.1874638,-0.88512922,-0.28295549,-0.081971495,-0.59631304,0.33742656,2.0584552,0.50699233
1970-01-01 00:14:04,1.1100927,-0.88512922,-0.25438856,-0.089377164,-0.55714419,0.36676362,2.0157184,0.52834425
1970-01-01 00:14:05,1.0791442,-0.91580662,-0.27581376,-0.1041885,-0.49186278,0.4107692,2.0157184,0.61375191
1970-01-01 00:14:06,1.0946184,-0.85445183,-0.26867203,-0.074565826,-0.55714419,0.42543773,2.0584552,0.52122694
1970-01-01 00:14:07,1.1565154,-0.94648402,-0.27581376,-0.067160158,-0.54408791,0.45477478,2.101192,0.35752893
1970-01-01 00:14:08,1.1719896,-0.94648402,-0.29723896,-0.096782832,-0.58325675,0.42543773,2.1332446,0.40023276
1970-01-01 00:14:09,1.1565154,-1.0385162,-0.31152243,-0.096782832,-0.6224256,0.27875245,2.1759814,0.44293659
1970-01-01 00:14:10,1.1410411,-1.0385162,-0.29723896,-0.067160158,-0.71381957,0.22007834,2.154613,0.3219424
1970-01-01 00:14:11,1.1565154,-0.97716142,-0.29009723,-0.044943152,-0.68770701,0.20540981,2.101192,0.24365204
1970-01-01 00:14:12,1.1100927,-0.94648402,-0.31152243,-0.067160158,-0.68770701,0.19074128,1.940929,0.33617701
1970-01-01 00:14:13,1.0791442,-1.1919032,-0.31152243,-0.022726146,-0.63548188,0.20540981,1.9516132,0.38599815
1970-01-01 00:14:14,1.06367,-1.2225806,-0.31866416,-0.022726146,-0.60936932,0.1467357,2.1118762,0.30770779
1970-01-01 00:14:15,1.0946184,-1.253258,-0.31152243,-0.022726146,-0.58325675,0.10273012,2.2828235,0.20094821
1970-01-01 00:14:16,1.0791442,-1.1612258,-0.33294763,0.029113535,-0.6224256,0.058724534,2.2935077,0.24365204
1970-01-01 00:14:17,1.1255669,-1.2225806,-0.31866416,0.043924872,-0.63548188,0.058724534,2.0157184,0.40023276
1970-01-01 00:14:18,1.1410411,-1.2225806,-0.35437283,0.051330541,-0.57020047,0.088061589,1.4494557,0.49987503
1970-01-01 00:14:19,1.1565154,-1.1305484,-0.34008936,0.014302198,-0.54408791,0.058724534,0.72292988,0.4571712
1970-01-01 00:14:20,1.1719896,-1.1612258,-0.36151457,0.029113535,-0.68770701,-0.014618105,0.10324612,0.3219424
1970-01-01 00:14:21,1.1719896,-1.1305484,-0.38293977,0.014302198,-0.77910098,-0.058623688,-0.23864836,0.30770779
1970-01-01 00:14:22,1.1565154,-1.1612258,-0.3686563,0.029113535,-0.81826983,-0.14663485,-0.32412198,0.33617701
1970-01-01 00:14:23,1.1719896,-1.1919032,-0.3472311,-0.0079148084,-0.83132611,-0.21997749,-0.30275358,0.42158467
