t,ECG 1,ECG 2,ECG3
1970-01-01 00:23:40,-0.0087803496,-0.51334805,-1.5741737
1970-01-01 00:23:41,0.017332214,-0.51334805,-1.8305946
1970-01-01 00:23:42,-0.10017432,-0.5426851,-2.0335944
1970-01-01 00:23:43,-0.16545573,-0.55735363,-2.2045416
1970-01-01 00:23:44,-0.20462458,-0.55735363,-2.3327521
1970-01-01 00:23:45,-0.17851201,-0.58669069,-2.5143835
1970-01-01 00:23:46,-0.074061759,-0.60135921,-2.7708044
1970-01-01 00:23:47,0.017332214,-0.63069627,-3.0485937
1970-01-01 00:23:48,0.05650106,-0.61602774,-3.2622777
1970-01-01 00:23:49,-0.021836632,-0.66003332,-3.4973302
1970-01-01 00:23:50,-0.021836632,-0.66003332,-3.6148564
1970-01-01 00:23:51,-0.12628689,-0.73337596,-3.7323826
1970-01-01 00:23:52,-0.11323061,-0.68937038,-3.8819615
1970-01-01 00:23:53,-0.034892913,-0.71870744,-3.9781193
1970-01-01 00:23:54,0.043444778,-0.77738155,-3.9994877
1970-01-01 00:23:55,0.12178247,-0.77738155,-3.8926457
1970-01-01 00:23:56,0.13483875,-0.77738155,-3.753751
1970-01-01 00:23:57,0.14789503,-0.82138713,-3.5721196
1970-01-01 00:23:58,0.20012016,-0.82138713,-3.3584355
1970-01-01 00:23:59,0.30457042,-0.77738155,-3.4118565
1970-01-01 00:24:00,0.35679554,-0.79205007,-3.753751
1970-01-01 00:24:01,0.42207695,-0.82138713,-4.3093296
1970-01-01 00:24:02,0.36985183,-0.76271302,-4.7046451
1970-01-01 00:24:03,0.38290811,-0.74804449,-4.8008029
1970-01-01 00:24:04,0.39596439,-0.77738155,-4.6619082
1970-01-01 00:24:05,0.40902067,-0.71870744,-4.4054874
1970-01-01 00:24:06,0.4612458,-0.70403891,-4.2452243
1970-01-01 00:24:07,0.50041465,-0.70403891,-4.0101719
1970-01-01 00:24:08,0.4612458,-0.74804449,-3.70033
1970-01-01 00:24:09,0.35679554,-0.63069627,-3.4759618
1970-01-01 00:24:10,0.27845785,-0.58669069,-3.2409093
1970-01-01 00:24:11,0.29151413,-0.49867952,-3.0806463
1970-01-01 00:24:12,0.30457042,-0.45467394,-2.9417516
1970-01-01 00:24:13,0.26540157,-0.42533688,-2.6319097
1970-01-01 00:24:14,0.21317644,-0.35199424,-2.1618048
1970-01-01 00:24:15,0.14789503,-0.29332013,-1.5848579
1970-01-01 00:24:16,0.082613624,-0.17597191,-0.92243733
1970-01-01 00:24:17,0.069557342,-0.13196633,-0.30275358
1970-01-01 00:24:18,0.10872619,-0.17597191,0.31693018
1970-01-01 00:24:19,0.12178247,-0.073292216,0.69087727
1970-01-01 00:24:20,0.069557342,-0.058623688,0.90456132
1970-01-01 00:24:21,0.0042759323,0.044056006,0.96866654
1970-01-01 00:24:22,-0.087118041,0.088061589,1.0541402
1970-01-01 00:24:23,-0.11323061,0.1467357,1.043456
1970-01-01 00:24:24,-0.074061759,0.10273012,1.0648244
1970-01-01 00:24:25,-0.047949195,0.19074128,1.096877
1970-01-01 00:24:26,-0.061005477,0.20540981,1.1396138
1970-01-01 00:24:27,-0.074061759,0.19074128,1.1930348
1970-01-01 00:24:28,-0.061005477,0.24941539,1.1930348
1970-01-01 00:24:29,-0.074061759,0.19074128,1.1930348
1970-01-01 00:24:30,-0.047949195,0.26408392,1.2250874
1970-01-01 00:24:31,-0.021836632,0.16140423,1.2250874
1970-01-01 00:24:32,-0.034892913,0.22007834,1.25714
1970-01-01 00:24:33,-0.074061759,0.23474687,1.310561
1970-01-01 00:24:34,-0.087118041,0.17607276,1.3212452
1970-01-01 00:24:35,-0.061005477,0.16140423,1.310561
1970-01-01 00:24:36,-0.087118041,0.17607276,1.2998768
1970-01-01 00:24:37,-0.047949195,0.19074128,1.2998768
1970-01-01 00:24:38,-0.074061759,0.20540981,1.2891926
1970-01-01 00:24:39,-0.021836632,0.19074128,1.4067188
1970-01-01 00:24:40,0.043444778,0.20540981,1.4601399
1970-01-01 00:24:41,0.095669906,0.1467357,1.5242451
1970-01-01 00:24:42,-0.0087803496,0.1467357,1.5456135
1970-01-01 00:24:43,-0.16545573,0.13206717,1.6204029
1970-01-01 00:24:44,-0.074061759,0.16140423,1.6845081
1970-01-01 00:24:45,-0.0087803496,0.088061589,1.7806659
1970-01-01 00:24:46,0.017332214,0.11739864,1.8447712
1970-01-01 00:24:47,0.1740076,0.11739864,1.887508
1970-01-01 00:24:48,0.25234529,0.058724534,1.9622974
1970-01-01 00:24:49,0.26540157,0.17607276,2.0050342
1970-01-01 00:24:50,0.48735836,0.13206717,2.0798236
1970-01-01 00:24:51,0.95738451,0.073393062,2.1759814
1970-01-01 00:24:52,1.5971423,0.073393062,2.3041919
1970-01-01 00:24:53,2.276069,0.088061589,2.3469287
1970-01-01 00:24:54,2.8244328,0.073393062,2.4110339
1970-01-01 00:24:55,3.3205715,0.11739864,2.4430865
1970-01-01 00:24:56,3.6469786,0.1467357,2.5285601
1970-01-01 00:24:57,3.8428228,0.073393062,2.5712969
1970-01-01 00:24:58,3.8428228,0.044056006,2.6033495
1970-01-01 00:24:59,3.6339223,0.058724534,2.6247179
1970-01-01 00:25:00,3.294459,0.073393062,2.6567706
1970-01-01 00:25:01,3.0594459,0.11739864,2.7422442
1970-01-01 00:25:02,2.9419394,0.073393062,2.7529284
1970-01-01 00:25:03,2.9158268,0.073393062,2.73156
1970-01-01 00:25:04,2.9419394,0.044056006,2.7742968
1970-01-01 00:25:05,3.0855585,0.029387478,2.7422442
1970-01-01 00:25:06,3.0594459,0.088061589,2.7956652
1970-01-01 00:25:07,2.8113765,0.058724534,2.784981
1970-01-01 00:25:08,2.6285886,5.0423064e-05,2.7956652
1970-01-01 00:25:09,2.6155323,0.029387478,2.8277178
1970-01-01 00:25:10,2.9158268,0.029387478,2.7208758
1970-01-01 00:25:11,3.2161213,0.058724534,2.6567706
1970-01-01 00:25:12,3.0725022,0.044056006,2.7101916
1970-01-01 00:25:13,2.4980258,0.073393062,2.6567706
1970-01-01 00:25:14,1.7538177,0.044056006,2.6995074
1970-01-01 00:25:15,0.97044079,0.029387478,2.5926653
1970-01-01 00:25:16,0.36985183,0.044056006,2.5178759
1970-01-01 00:25:17,0.14789503,0.044056006,2.4430865
1970-01-01 00:25:18,0.13483875,0.088061589,2.4110339
1970-01-01 00:25:19,0.082613624,0.088061589,2.3255603
1970-01-01 00:25:20,-0.074061759,0.029387478,2.2721393
1970-01-01 00:25:21,-0.17851201,0.073393062,2.1866656
1970-01-01 00:25:22,-0.24379342,0.073393062,2.1332446
1970-01-01 00:25:23,-0.21768086,0.1467357,1.9836658
1970-01-01 00:25:24,-0.21768086,0.088061589,1.9302448
1970-01-01 00:25:25,-0.23073714,0.13206717,1.8981922
1970-01-01 00:25:26,-0.32213112,0.17607276,1.8020343
1970-01-01 00:25:27,-0.30907483,0.23474687,1.6951923
1970-01-01 00:25:28,-0.30907483,0.26408392,1.5776661
1970-01-01 00:25:29,-0.32213112,0.27875245,1.5028767
1970-01-01 00:25:30,-0.30907483,0.27875245,1.4494557
1970-01-01 00:25:31,-0.36129996,0.29342098,1.417403
1970-01-01 00:25:32,-0.37435624,0.32275803,1.310561
1970-01-01 00:25:33,-0.26990599,0.44010625,1.203719
1970-01-01 00:25:34,-0.26990599,0.44010625,1.1396138
1970-01-01 00:25:35,-0.23073714,0.46944331,1.0648244
1970-01-01 00:25:36,-0.1915683,0.52811742,0.96866654
1970-01-01 00:25:37,-0.24379342,0.45477478,0.89387712
1970-01-01 00:25:38,-0.30907483,0.33742656,0.8190877
1970-01-01 00:25:39,-0.28296227,0.33742656,0.76566669
1970-01-01 00:25:40,-0.38741253,0.29342098,0.69087727
1970-01-01 00:25:41,-0.42658137,0.26408392,0.61608785
1970-01-01 00:25:42,-0.45269394,0.23474687,0.60540365
1970-01-01 00:25:43,-0.42658137,0.23474687,0.49856162
1970-01-01 00:25:44,-0.34824368,0.22007834,0.49856162
1970-01-01 00:25:45,-0.32213112,0.1467357,0.44514061
1970-01-01 00:25:46,-0.26990599,0.19074128,0.4024038
1970-01-01 00:25:47,-0.23073714,0.088061589,0.4024038
1970-01-01 00:25:48,-0.17851201,0.029387478,0.30624597
1970-01-01 00:25:49,-0.21768086,-0.029286632,0.23145656
1970-01-01 00:25:50,-0.40046881,0.014718951,0.18871975
1970-01-01 00:25:51,-0.53103163,-0.014618105,0.22077235
1970-01-01 00:25:52,-0.54408791,-0.087960743,0.18871975
1970-01-01 00:25:53,-0.59631304,-0.14663485,0.17803554
1970-01-01 00:25:54,-0.55714419,-0.21997749,0.12461453
1970-01-01 00:25:55,-0.59631304,-0.17597191,0.092561922
1970-01-01 00:25:56,-0.55714419,-0.16130338,0.017772503
1970-01-01 00:25:57,-0.57020047,-0.16130338,0.028456706
1970-01-01 00:25:58,-0.55714419,-0.20530896,0.071193516
1970-01-01 00:25:59,-0.51797534,-0.23464602,0.049825111
1970-01-01 00:26:00,-0.54408791,-0.16130338,0.017772503
1970-01-01 00:26:01,-0.57020047,-0.17597191,-0.014280105
1970-01-01 00:26:02,-0.6224256,-0.19064044,-0.046332712
1970-01-01 00:26:03,-0.67465073,-0.17597191,-0.024964307
1970-01-01 00:26:04,-0.68770701,-0.13196633,-0.057016915
1970-01-01 00:26:05,-0.66159445,-0.13196633,-0.07838532
1970-01-01 00:26:06,-0.72687586,-0.17597191,-0.089069523
1970-01-01 00:26:07,-0.72687586,-0.087960743,-0.14249054
1970-01-01 00:26:08,-0.81826983,-0.073292216,-0.15317474
1970-01-01 00:26:09,-0.84438239,-0.087960743,-0.12112213
1970-01-01 00:26:10,-0.79215727,-0.058623688,-0.07838532
1970-01-01 00:26:11,-0.73993214,-0.087960743,-0.11043793
1970-01-01 00:26:12,-0.81826983,-0.10262927,-0.12112213
1970-01-01 00:26:13,-0.88355124,-0.058623688,-0.15317474
1970-01-01 00:26:14,-0.9096638,-0.073292216,-0.17454314
1970-01-01 00:26:15,-0.97494521,-0.058623688,-0.12112213
1970-01-01 00:26:16,-0.98800149,0.073393062,-0.099753726
1970-01-01 00:26:17,-0.98800149,0.1467357,-0.099753726
1970-01-01 00:26:18,-0.97494521,0.26408392,-0.13180633
1970-01-01 00:26:19,-0.92272008,0.48411184,-0.16385894
1970-01-01 00:26:20,-0.88355124,0.86549356,-0.099753726
1970-01-01 00:26:21,-0.89660752,1.349555,-0.099753726
1970-01-01 00:26:22,-0.9096638,2.0683128,-0.11043793
1970-01-01 00:26:23,-0.88355124,2.6697225,-0.11043793
1970-01-01 00:26:24,-0.87049496,3.1831209,-0.16385894
1970-01-01 00:26:25,-0.79215727,3.461823,-0.16385894
1970-01-01 00:26:26,-0.79215727,3.7258565,-0.13180633
1970-01-01 00:26:27,-0.79215727,3.740525,-0.12112213
1970-01-01 00:26:28,-0.72687586,3.6231768,-0.07838532
1970-01-01 00:26:29,-0.55714419,3.3884803,-0.15317474
1970-01-01 00:26:30,-0.43963765,3.2271265,-0.18522735
1970-01-01 00:26:31,-0.46575022,3.1537839,-0.17454314
1970-01-01 00:26:32,-0.57020047,3.1977895,-0.16385894
1970-01-01 00:26:33,-0.59631304,3.2711321,-0.15317474
1970-01-01 00:26:34,-0.41352509,3.3444747,-0.13180633
1970-01-01 00:26:35,-0.32213112,3.3738118,-0.14249054
1970-01-01 00:26:36,-0.23073714,3.1977895,-0.13180633
1970-01-01 00:26:37,-0.21768086,3.0364357,-0.14249054
1970-01-01 00:26:38,-0.23073714,2.9484245,-0.14249054
1970-01-01 00:26:39,-0.17851201,3.2271265,-0.14249054
1970-01-01 00:26:40,-0.15239945,3.5498341,-0.17454314
1970-01-01 00:26:41,-0.17851201,3.6671824,-0.18522735
1970-01-01 00:26:42,-0.15239945,3.2564636,-0.18522735
1970-01-01 00:26:43,-0.15239945,2.3763519,-0.12112213
1970-01-01 00:26:44,-0.074061759,1.4375661,-0.15317474
1970-01-01 00:26:45,0.043444778,0.60146006,-0.17454314
1970-01-01 00:26:46,0.1740076,0.1467357,-0.16385894
1970-01-01 00:26:47,0.14789503,0.014718951,-0.15317474
1970-01-01 00:26:48,0.069557342,-0.029286632,-0.17454314
1970-01-01 00:26:49,0.0042759323,-0.14663485,-0.16385894
1970-01-01 00:26:50,-0.087118041,-0.2786516,-0.14249054
1970-01-01 00:26:51,-0.087118041,-0.35199424,-0.11043793
1970-01-01 00:26:52,-0.047949195,-0.42533688,-0.19591155
1970-01-01 00:26:53,-0.021836632,-0.41066835,-0.16385894
1970-01-01 00:26:54,0.043444778,-0.3813313,-0.19591155
1970-01-01 00:26:55,0.05650106,-0.39599983,-0.19591155
1970-01-01 00:26:56,0.082613624,-0.44000541,-0.16385894
1970-01-01 00:26:57,0.0042759323,-0.39599983,-0.16385894
1970-01-01 00:26:58,-0.034892913,-0.3813313,-0.18522735
1970-01-01 00:26:59,-0.061005477,-0.46934246,-0.20659575
1970-01-01 00:27:00,-0.047949195,-0.45467394,-0.16385894
1970-01-01 00:27:01,-0.10017432,-0.48401099,-0.16385894
1970-01-01 00:27:02,-0.074061759,-0.48401099,-0.18522735
1970-01-01 00:27:03,0.095669906,-0.5426851,-0.20659575
1970-01-01 00:27:04,0.05650106,-0.44000541,-0.19591155
1970-01-01 00:27:05,-0.021836632,-0.44000541,-0.21727995
1970-01-01 00:27:06,-0.10017432,-0.46934246,-0.18522735
1970-01-01 00:27:07,-0.12628689,-0.46934246,-0.15317474
1970-01-01 00:27:08,-0.15239945,-0.48401099,-0.16385894
1970-01-01 00:27:09,-0.047949195,-0.44000541,-0.16385894
1970-01-01 00:27:10,-0.087118041,-0.44000541,-0.19591155
1970-01-01 00:27:11,-0.034892913,-0.52801657,-0.18522735
1970-01-01 00:27:12,-0.074061759,-0.51334805,-0.16385894
1970-01-01 00:27:13,-0.12628689,-0.58669069,-0.19591155
1970-01-01 00:27:14,-0.15239945,-0.52801657,-0.19591155
1970-01-01 00:27:15,-0.087118041,-0.57202216,-0.20659575
1970-01-01 00:27:16,-0.074061759,-0.55735363,-0.17454314
1970-01-01 00:27:17,0.0042759323,-0.55735363,-0.15317474
1970-01-01 00:27:18,0.030388496,-0.6453648,-0.18522735
1970-01-01 00:27:19,-0.034892913,-0.58669069,-0.12112213
1970-01-01 00:27:20,0.043444778,-0.55735363,-0.16385894
1970-01-01 00:27:21,0.082613624,-0.63069627,-0.20659575
1970-01-01 00:27:22,0.043444778,-0.60135921,-0.21727995
1970-01-01 00:27:23,-0.021836632,-0.61602774,-0.17454314
1970-01-01 00:27:24,0.017332214,-0.70403891,-0.19591155
1970-01-01 00:27:25,0.05650106,-0.63069627,-0.15317474
1970-01-01 00:27:26,0.05650106,-0.66003332,-0.18522735
1970-01-01 00:27:27,0.05650106,-0.66003332,-0.15317474
1970-01-01 00:27:28,-0.0087803496,-0.70403891,-0.14249054
1970-01-01 00:27:29,-0.061005477,-0.76271302,-0.17454314
1970-01-01 00:27:30,-0.074061759,-0.77738155,-0.16385894
1970-01-01 00:27:31,-0.034892913,-0.79205007,-0.16385894
1970-01-01 00:27:32,-0.074061759,-0.77738155,-0.16385894
1970-01-01 00:27:33,-0.034892913,-0.77738155,-0.19591155
1970-01-01 00:27:34,0.030388496,-0.82138713,-0.20659575
1970-01-01 00:27:35,0.05650106,-0.79205007,-0.15317474
1970-01-01 00:27:36,0.043444778,-0.85072418,-0.16385894
1970-01-01 00:27:37,0.030388496,-0.89472977,-0.13180633
1970-01-01 00:27:38,0.030388496,-0.83605566,-0.13180633
1970-01-01 00:27:39,0.043444778,-0.89472977,-0.13180633
1970-01-01 00:27:40,0.030388496,-0.92406682,-0.14249054
1970-01-01 00:27:41,0.069557342,-0.99740946,-0.16385894
1970-01-01 00:27:42,0.082613624,-0.93873535,-0.19591155
1970-01-01 00:27:43,0.22623273,-0.93873535,-0.17454314
1970-01-01 00:27:44,0.29151413,-0.92406682,-0.18522735
1970-01-01 00:27:45,0.33068298,-0.98274093,-0.16385894
1970-01-01 00:27:46,0.36985183,-0.95340388,-0.13180633
1970-01-01 00:27:47,0.33068298,-1.012078,-0.12112213
1970-01-01 00:27:48,0.25234529,-0.96807241,-0.13180633
1970-01-01 00:27:49,0.3176267,-1.0267465,-0.15317474
1970-01-01 00:27:50,0.38290811,-0.98274093,-0.16385894
1970-01-01 00:27:51,0.36985183,-1.012078,-0.12112213
1970-01-01 00:27:52,0.48735836,-1.0267465,-0.07838532
1970-01-01 00:27:53,0.55263977,-0.96807241,-0.067701118
1970-01-01 00:27:54,0.65709003,-0.95340388,-0.03564851
1970-01-01 00:27:55,0.68320259,-0.89472977,-0.03564851
1970-01-01 00:27:56,0.63097746,-0.88006124,-0.03564851
1970-01-01 00:27:57,0.59180862,-0.85072418,0.028456706
1970-01-01 00:27:58,0.50041465,-0.82138713,0.081877719
1970-01-01 00:27:59,0.4612458,-0.73337596,0.13529873
1970-01-01 00:28:00,0.43513324,-0.67470185,0.10324612
1970-01-01 00:28:01,0.35679554,-0.66003332,0.16735134
1970-01-01 00:28:02,0.22623273,-0.6453648,0.17803554
1970-01-01 00:28:03,0.18706388,-0.55735363,0.26350916
1970-01-01 00:28:04,0.20012016,-0.49867952,0.28487757
1970-01-01 00:28:05,0.30457042,-0.36666277,0.28487757
1970-01-01 00:28:06,0.35679554,-0.35199424,0.26350916
1970-01-01 00:28:07,0.34373926,-0.33732571,0.29556177
1970-01-01 00:28:08,0.26540157,-0.26398308,0.31693018
1970-01-01 00:28:09,0.33068298,-0.23464602,0.25282496
1970-01-01 00:28:10,0.29151413,-0.19064044,0.19940395
1970-01-01 00:28:11,0.1740076,-0.17597191,0.17803554
1970-01-01 00:28:12,-0.0087803496,-0.19064044,0.10324612
1970-01-01 00:28:13,-0.047949195,-0.14663485,0.071193516
1970-01-01 00:28:14,0.043444778,-0.13196633,0.028456706
1970-01-01 00:28:15,0.13483875,-0.10262927,0.071193516
1970-01-01 00:28:16,0.1740076,-0.10262927,0.049825111
1970-01-01 00:28:17,0.20012016,-0.087960743,0.060509314
1970-01-01 00:28:18,0.18706388,-0.13196633,0.049825111
1970-01-01 00:28:19,0.12178247,-0.14663485,0.049825111
1970-01-01 00:28:20,0.05650106,-0.1172978,0.028456706
1970-01-01 00:28:21,-0.0087803496,-0.14663485,-0.024964307
1970-01-01 00:28:22,0.017332214,-0.1172978,-0.07838532
1970-01-01 00:28:23,0.05650106,-0.10262927,-0.11043793
1970-01-01 00:28:24,0.069557342,-0.17597191,-0.18522735
1970-01-01 00:28:25,0.095669906,-0.17597191,-0.17454314
1970-01-01 00:28:26,0.16095132,-0.19064044,-0.17454314
1970-01-01 00:28:27,0.16095132,-0.19064044,-0.15317474
1970-01-01 00:28:28,0.18706388,-0.17597191,-0.17454314
1970-01-01 00:28:29,0.16095132,-0.20530896,-0.19591155
1970-01-01 00:28:30,0.16095132,-0.2786516,-0.20659575
1970-01-01 00:28:31,0.18706388,-0.23464602,-0.20659575
1970-01-01 00:28:32,0.21317644,-0.24931455,-0.16385894
1970-01-01 00:28:33,0.22623273,-0.24931455,-0.15317474
1970-01-01 00:28:34,0.30457042,-0.20530896,-0.19591155
1970-01-01 00:28:35,0.3176267,-0.23464602,-0.20659575
1970-01-01 00:28:36,0.39596439,-0.20530896,-0.19591155
1970-01-01 00:28:37,0.48735836,-0.26398308,-0.16385894
1970-01-01 00:28:38,0.48735836,-0.23464602,-0.12112213
1970-01-01 00:28:39,0.48735836,-0.23464602,-0.14249054
1970-01-01 00:28:40,0.77459657,-0.2786516,-0.12112213
1970-01-01 00:28:41,1.2968478,-0.2786516,-0.19591155
1970-01-01 00:28:42,1.9235494,-0.26398308,-0.14249054
1970-01-01 00:28:43,2.4980258,-0.23464602,-0.12112213
1970-01-01 00:28:44,2.9158268,-0.23464602,-0.046332712
1970-01-01 00:28:45,3.2683464,-0.20530896,-0.014280105
1970-01-01 00:28:46,3.3989092,-0.23464602,0.049825111
1970-01-01 00:28:47,3.4903032,-0.29332013,0.11393033
1970-01-01 00:28:48,3.4380781,-0.21997749,0.30624597
1970-01-01 00:28:49,3.2814027,-0.16130338,0.60540365
1970-01-01 00:28:50,3.0594459,-0.14663485,1.043456
1970-01-01 00:28:51,2.9941645,-0.24931455,1.6417713
1970-01-01 00:28:52,2.9158268,-0.21997749,2.2507709
1970-01-01 00:28:53,2.8636017,-0.19064044,2.73156
1970-01-01 00:28:54,2.9027705,-0.20530896,3.1482439
1970-01-01 00:28:55,2.9549956,-0.17597191,3.3512437
1970-01-01 00:28:56,2.7722077,-0.17597191,3.5008226
1970-01-01 00:28:57,2.5371946,-0.20530896,3.4046647
1970-01-01 00:28:58,2.3282941,-0.17597191,3.2764543
1970-01-01 00:28:59,2.3021816,-0.14663485,3.1589281
1970-01-01 00:29:00,2.602476,-0.19064044,3.1482439
1970-01-01 00:29:01,2.8897142,-0.13196633,3.2123491
1970-01-01 00:29:02,2.8505454,-0.14663485,3.4153489
1970-01-01 00:29:03,2.4196881,-0.17597191,3.4260331
1970-01-01 00:29:04,1.7015926,-0.14663485,3.4474015
1970-01-01 00:29:05,0.8921031,-0.16130338,3.3191911
1970-01-01 00:29:06,0.39596439,-0.14663485,3.1161913
1970-01-01 00:29:07,0.26540157,-0.10262927,2.9666124
1970-01-01 00:29:08,0.38290811,-0.073292216,3.1696123
1970-01-01 00:29:09,0.44818952,-0.1172978,3.3832963
1970-01-01 00:29:10,0.25234529,-0.13196633,3.4046647
1970-01-01 00:29:11,0.05650106,-0.087960743,3.1161913
1970-01-01 00:29:12,-0.12628689,-0.087960743,2.3789813
1970-01-01 00:29:13,-0.034892913,-0.087960743,1.4601399
1970-01-01 00:29:14,0.069557342,-0.13196633,0.55198263
1970-01-01 00:29:15,0.017332214,-0.058623688,-0.03564851
1970-01-01 00:29:16,-0.21768086,5.0423064e-05,-0.28138517
1970-01-01 00:29:17,-0.29601855,0.088061589,-0.29206937
1970-01-01 00:29:18,-0.25684971,0.10273012,-0.29206937
1970-01-01 00:29:19,-0.15239945,0.11739864,-0.34549039
1970-01-01 00:29:20,-0.12628689,0.11739864,-0.45233241
1970-01-01 00:29:21,-0.17851201,0.16140423,-0.51643763
1970-01-01 00:29:22,-0.23073714,0.20540981,-0.58054284
1970-01-01 00:29:23,-0.15239945,0.32275803,-0.58054284
1970-01-01 00:29:24,-0.15239945,0.33742656,-0.56985864
1970-01-01 00:29:25,-0.13934317,0.39610067,-0.52712183
1970-01-01 00:29:26,-0.11323061,0.39610067,-0.54849024
1970-01-01 00:29:27,-0.15239945,0.42543773,-0.52712183
1970-01-01 00:29:28,-0.10017432,0.38143214,-0.55917444
1970-01-01 00:29:29,-0.11323061,0.36676362,-0.55917444
1970-01-01 00:29:30,-0.12628689,0.27875245,-0.59122705
1970-01-01 00:29:31,-0.16545573,0.19074128,-0.56985864
1970-01-01 00:29:32,-0.15239945,0.17607276,-0.59122705
1970-01-01 00:29:33,-0.021836632,0.23474687,-0.60191125
1970-01-01 00:29:34,0.043444778,0.13206717,-0.62327965
1970-01-01 00:29:35,-0.061005477,0.11739864,-0.55917444
1970-01-01 00:29:36,-0.17851201,0.073393062,-0.54849024
1970-01-01 00:29:37,-0.29601855,0.058724534,-0.61259545
1970-01-01 00:29:38,-0.36129996,0.058724534,-0.61259545
1970-01-01 00:29:39,-0.32213112,0.029387478,-0.62327965
1970-01-01 00:29:40,-0.36129996,0.014718951,-0.61259545
1970-01-01 00:29:41,-0.36129996,-0.073292216,-0.62327965
1970-01-01 00:29:42,-0.21768086,-0.17597191,-0.61259545
1970-01-01 00:29:43,-0.29601855,-0.26398308,-0.64464806
1970-01-01 00:29:44,-0.36129996,-0.26398308,-0.66601646
1970-01-01 00:29:45,-0.26990599,-0.24931455,-0.67670067
1970-01-01 00:29:46,-0.23073714,-0.23464602,-0.67670067
1970-01-01 00:29:47,-0.26990599,-0.20530896,-0.66601646
1970-01-01 00:29:48,-0.37435624,-0.26398308,-0.69806907
1970-01-01 00:29:49,-0.38741253,-0.23464602,-0.74080588
1970-01-01 00:29:50,-0.45269394,-0.24931455,-0.78354269
1970-01-01 00:29:51,-0.46575022,-0.26398308,-0.76217429
1970-01-01 00:29:52,-0.34824368,-0.23464602,-0.73012168
1970-01-01 00:29:53,-0.40046881,-0.24931455,-0.73012168
1970-01-01 00:29:54,-0.58325675,-0.2786516,-0.76217429
1970-01-01 00:29:55,-0.75298842,-0.26398308,-0.78354269
1970-01-01 00:29:56,-0.75298842,-0.24931455,-0.8155953
1970-01-01 00:29:57,-0.63548188,-0.16130338,-0.83696371
1970-01-01 00:29:58,-0.59631304,-0.20530896,-0.87970052
1970-01-01 00:29:59,-0.63548188,-0.21997749,-0.89038472
1970-01-01 00:30:00,-0.79215727,-0.24931455,-0.90106892
1970-01-01 00:30:01,-0.79215727,-0.17597191,-0.91175313
1970-01-01 00:30:02,-0.70076329,-0.10262927,-0.96517414
1970-01-01 00:30:03,-0.64853816,-0.14663485,-0.94380573
1970-01-01 00:30:04,-0.64853816,-0.1172978,-0.91175313
1970-01-01 00:30:05,-0.73993214,-0.16130338,-0.97585834
1970-01-01 00:30:06,-0.83132611,-0.073292216,-0.95448994
1970-01-01 00:30:07,-0.84438239,-0.04395516,-0.98654254
1970-01-01 00:30:08,-0.75298842,0.1467357,-1.0185952
1970-01-01 00:30:09,-0.71381957,0.20540981,-1.0399636
1970-01-01 00:30:10,-0.68770701,0.42543773,-1.0506478
1970-01-01 00:30:11,-0.79215727,0.73347681,-1.0933846
1970-01-01 00:30:12,-0.89660752,1.2322068,-1.0720162
1970-01-01 00:30:13,-0.97494521,1.8629534,-1.061332
1970-01-01 00:30:14,-0.9096638,2.3910204,-1.0720162
1970-01-01 00:30:15,-0.85743867,2.7430651,-1.0827004
1970-01-01 00:30:16,-0.83132611,3.0364357,-1.0720162
1970-01-01 00:30:17,-0.83132611,3.1831209,-1.114753
1970-01-01 00:30:18,-0.75298842,3.1831209,-1.061332
1970-01-01 00:30:19,-0.63548188,3.1537839,-1.0933846
1970-01-01 00:30:20,-0.55714419,2.9924301,-1.0720162
1970-01-01 00:30:21,-0.54408791,2.8310763,-1.0720162
1970-01-01 00:30:22,-0.51797534,2.7430651,-1.0827004
1970-01-01 00:30:23,-0.38741253,2.7724022,-1.0399636
1970-01-01 00:30:24,-0.37435624,2.8897504,-1.0720162
1970-01-01 00:30:25,-0.29601855,2.9924301,-1.0185952
1970-01-01 00:30:26,-0.28296227,3.0217671,-0.93312153
1970-01-01 00:30:27,-0.16545573,2.8604133,-0.91175313
1970-01-01 00:30:28,-0.087118041,2.6697225,-0.91175313
1970-01-01 00:30:29,-0.074061759,2.6257169,-0.87970052
1970-01-01 00:30:30,0.069557342,2.8017392,-0.84764791
1970-01-01 00:30:31,0.25234529,3.0804412,-0.8155953
1970-01-01 00:30:32,0.21317644,3.1244468,-0.73012168
1970-01-01 00:30:33,0.082613624,2.7870707,-0.73012168
1970-01-01 00:30:34,-0.0087803496,2.1416555,-0.67670067
1970-01-01 00:30:35,-0.10017432,1.2468753,-0.69806907
1970-01-01 00:30:36,-0.061005477,0.55745448,-0.62327965
1970-01-01 00:30:37,0.14789503,0.17607276,-0.54849024
1970-01-01 00:30:38,0.18706388,-0.029286632,-0.48438502
1970-01-01 00:30:39,0.12178247,-0.058623688,-0.48438502
1970-01-01 00:30:40,-0.0087803496,-0.087960743,-0.44164821
1970-01-01 00:30:41,-0.11323061,-0.20530896,-0.3989114
1970-01-01 00:30:42,-0.087118041,-0.29332013,-0.37754299
1970-01-01 00:30:43,0.0042759323,-0.33732571,-0.32412198
1970-01-01 00:30:44,0.069557342,-0.36666277,-0.28138517
1970-01-01 00:30:45,0.05650106,-0.3813313,-0.26001676
